,ftimed,ftimeh,fopen,fhigh,flow,fclose,fvolume,ma5,price_change,shift,p_change
1871,2017.06.20,00:00,1.27356,1.27573,1.26023,1.26241,50426,1.2727479999999989,-0.011260000000000048,1.27367,-0.8840594502500685
1872,2017.06.21,00:00,1.26242,1.27093,1.25886,1.2674299999999998,49397,1.2712859999999988,0.005019999999999802,1.26241,0.39765210985336
1873,2017.06.22,00:00,1.2674,1.26904,1.26528,1.26799,44795,1.269833999999999,0.000560000000000116,1.2674299999999998,0.04418389970255683
1874,2017.06.23,00:00,1.26796,1.27433,1.26746,1.2718200000000002,43116,1.268663999999999,0.003830000000000222,1.26799,0.3020528553064474
1875,2017.06.25,00:00,1.27186,1.27417,1.27186,1.27416,389,1.268761999999999,0.0023399999999997867,1.2718200000000002,0.18398830023114798
1876,2017.06.26,00:00,1.27417,1.27663,1.27054,1.2720799999999999,45410,1.270695999999999,-0.002080000000000082,1.27416,-0.16324480442017344
1877,2017.06.27,00:00,1.27205,1.2861,1.27156,1.28115,57166,1.273439999999999,0.009070000000000134,1.2720799999999999,0.7130054713540135
1878,2017.06.28,00:00,1.28116,1.29712,1.27928,1.29277,73133,1.278395999999999,0.011619999999999964,1.28115,0.9069976193263836
1879,2017.06.29,00:00,1.29275,1.30135,1.29275,1.30024,77867,1.284079999999999,0.007470000000000088,1.29277,0.5778290028388722
1880,2017.06.30,00:00,1.30023,1.3028,1.29436,1.30261,68921,1.289769999999999,0.0023699999999999832,1.30024,0.1822740417153743
1881,2017.07.01,00:00,1.30259,1.30259,1.30259,1.30259,1,1.295871999999999,-2.0000000000131024e-05,1.30261,-0.0015353789699243075
1882,2017.07.02,00:00,1.30261,1.30261,1.30035,1.30162,327,1.299965999999999,-0.0009699999999999154,1.30259,-0.07446702339185127
1883,2017.07.03,00:00,1.30159,1.30226,1.293,1.29364,63533,1.300139999999999,-0.007980000000000098,1.30162,-0.6130821591555214
1884,2017.07.04,00:00,1.29354,1.29569,1.29109,1.29216,61862,1.2985239999999991,-0.0014799999999999258,1.29364,-0.11440586252743622
1885,2017.07.05,00:00,1.29215,1.29462,1.28919,1.2935299999999998,61822,1.2967079999999989,0.0013699999999998713,1.29216,0.10602402179295686
1886,2017.07.06,00:00,1.29342,1.29748,1.29179,1.29687,59509,1.2955639999999988,0.0033400000000001207,1.2935299999999998,0.2582081590686046
1887,2017.07.07,00:00,1.2968600000000001,1.29729,1.28649,1.28765,58421,1.2927699999999989,-0.009220000000000006,1.29687,-0.7109425000192776
1888,2017.07.09,00:00,1.28805,1.2887899999999999,1.28778,1.28846,412,1.2917339999999988,0.0008099999999999774,1.28765,0.06290529258726964
1889,2017.07.10,00:00,1.2884799999999998,1.29064,1.2852700000000001,1.28786,38510,1.290873999999999,-0.0005999999999999339,1.28846,-0.04656721978174984
1890,2017.07.11,00:00,1.28788,1.29253,1.28295,1.28455,44918,1.289077999999999,-0.003309999999999924,1.28786,-0.2570155141086705
1891,2017.07.12,00:00,1.28452,1.2903799999999999,1.28102,1.2888899999999999,59336,1.287481999999999,0.0043399999999997885,1.28455,0.33786150792104536
1892,2017.07.13,00:00,1.28892,1.29532,1.28861,1.29389,53474,1.2887299999999988,0.0050000000000001155,1.2888899999999999,0.38793070005975033
